9991,9997,15
9997,9991,15
9979,9987,19
9987,9979,19
9963,9992,15
9992,9963,15
9943,9999,19
9999,9943,19
9941,9958,19
9958,9941,19
9934,9948,14
9948,9934,14
9929,9963,17
9963,9929,17
9929,9992,4
9992,9929,4
9912,9980,13
9980,9912,13
9898,9991,17
9991,9898,17
9898,9997,5
9997,9898,5
9895,9975,17
9975,9895,17
9888,9955,7
9955,9888,7
9886,9891,19
9891,9886,19
9883,9905,17
9905,9883,17
9879,9951,17
9951,9879,17
9879,9960,16
9960,9879,16
9854,9909,17
9909,9854,17
9846,9849,13
9849,9846,13
9840,9848,18
9848,9840,18
9834,9989,13
9989,9834,13
9833,9986,4
9986,9833,4
9829,9851,20
9851,9829,20
9826,9912,3
9912,9826,3
9826,9980,15
9980,9826,15
9824,9852,16
9852,9824,16
9820,9974,11
9974,9820,11
9813,9881,15
9881,9813,15
9811,9927,7
9927,9811,7
9805,9914,12
9914,9805,12
9805,9998,16
9998,9805,16
9802,9850,6
9850,9802,6
9791,9797,14
9797,9791,14
9789,9864,12
9864,9789,12
9787,9977,18
9977,9787,18
9784,9843,15
9843,9784,15
9781,9816,10
9816,9781,10
9776,9974,20
9974,9776,20
9774,9930,12
9930,9774,12
9770,9821,16
9821,9770,16
9769,9784,18
9784,9769,18
9764,9885,15
9885,9764,15
9763,9847,15
9847,9763,15
9760,9791,18
9791,9760,18
9758,9772,14
9772,9758,14
9756,9916,18
9916,9756,18
9753,9942,20
9942,9753,20
9751,9859,8
9859,9751,8
9743,9786,12
9786,9743,12
9742,9837,9
9837,9742,9
9738,9862,4
9862,9738,4
9726,9932,20
9932,9726,20
9724,9808,7
9808,9724,7
9723,9764,17
9764,9723,17
9722,9978,11
9978,9722,11
9718,9777,20
9777,9718,20
9714,9726,18
9726,9714,18
9712,9899,16
9899,9712,16
9706,9807,18
9807,9706,18
9705,9964,8
9964,9705,8
9700,9922,20
9922,9700,20
9699,9981,11
9981,9699,11
9698,9924,9
9924,9698,9
9695,9954,15
9954,9695,15
9691,9953,16
9953,9691,16
9687,9765,12
9765,9687,12
9675,9875,9
9875,9675,9
9670,9748,16
9748,9670,16
9670,9884,14
9884,9670,14
9669,9984,19
9984,9669,19
9667,9809,17
9809,9667,17
9660,9929,17
9929,9660,17
9660,9992,14
9992,9660,14
9659,9801,7
9801,9659,7
9657,9917,9
9917,9657,9
9654,9850,20
9850,9654,20
9651,9771,17
9771,9651,17
9649,9670,4
9670,9649,4
9649,9748,19
9748,9649,19
9649,9884,13
9884,9649,13
9648,9866,13
9866,9648,13
9643,9949,15
9949,9643,15
9636,9770,20
9770,9636,20
9630,9751,13
9751,9630,13
9630,9859,20
9859,9630,20
9628,9938,6
9938,9628,6
9627,9662,16
9662,9627,16
9626,9749,8
9749,9626,8
9625,9856,19
9856,9625,19
9623,9635,13
9635,9623,13
9621,9643,12
9643,9621,12
9621,9949,15
9949,9621,15
9618,9858,17
9858,9618,17
9618,9877,7
9877,9618,7
9617,9770,8
9770,9617,8
9617,9821,11
9821,9617,11
9616,9702,5
9702,9616,5
9615,9879,19
9879,9615,19
9612,9720,8
9720,9612,8
9609,9618,20
9618,9609,20
9609,9874,17
9874,9609,17
9606,9699,16
9699,9606,16
9606,9981,12
9981,9606,12
9604,9753,17
9753,9604,17
9604,9942,12
9942,9604,12
9603,9930,14
9930,9603,14
9601,9646,11
9646,9601,11
9600,9692,16
9692,9600,16
9597,9607,16
9607,9597,16
9597,9687,19
9687,9597,19
9593,9827,10
9827,9593,10
9593,9950,19
9950,9593,19
9592,9775,16
9775,9592,16
9591,9668,6
9668,9591,6
9588,9601,18
9601,9588,18
9588,9646,16
9646,9588,16
9587,9690,16
9690,9587,16
9581,9582,19
9582,9581,19
9579,9860,18
9860,9579,18
9578,9757,15
9757,9578,15
9573,9918,20
9918,9573,20
9572,9590,12
9590,9572,12
9571,9750,12
9750,9571,12
9571,9779,14
9779,9571,14
9568,9640,19
9640,9568,19
9567,9721,17
9721,9567,17
9567,9756,10
9756,9567,10
9567,9916,12
9916,9567,12
9564,9627,2
9627,9564,2
9564,9662,16
9662,9564,16
9562,9844,2
9844,9562,2
9560,9746,15
9746,9560,15
9556,9991,11
9991,9556,11
9556,9997,18
9997,9556,18
9548,9645,17
9645,9548,17
9547,9888,14
9888,9547,14
9547,9955,15
9955,9547,15
9546,9821,19
9821,9546,19
9545,9944,11
9944,9545,11
9544,9683,15
9683,9544,15
9542,9898,18
9898,9542,18
9542,9997,17
9997,9542,17
9541,9754,17
9754,9541,17
9540,9615,19
9615,9540,19
9540,9879,17
9879,9540,17
9540,9951,13
9951,9540,13
9539,9630,18
9630,9539,18
9538,9973,14
9973,9538,14
9533,9745,4
9745,9533,4
9529,9780,6
9780,9529,6
9528,9838,10
9838,9528,10
9523,9613,5
9613,9523,5
9520,9585,15
9585,9520,15
9519,9767,12
9767,9519,12
9516,9888,15
9888,9516,15
9516,9955,13
9955,9516,13
9514,9795,14
9795,9514,14
9513,9941,20
9941,9513,20
9513,9958,3
9958,9513,3
9504,9967,10
9967,9504,10
9503,9591,15
9591,9503,15
9503,9668,14
9668,9503,14
9496,9705,17
9705,9496,17
9496,9964,10
9964,9496,10
9494,9853,12
9853,9494,12
9493,9553,12
9553,9493,12
9492,9510,18
9510,9492,18
9491,9814,8
9814,9491,8
9490,9715,3
9715,9490,3
9488,9899,20
9899,9488,20
9485,9498,9
9498,9485,9
9484,9684,16
9684,9484,16
9483,9986,20
9986,9483,20
9482,9744,16
9744,9482,16
9480,9782,19
9782,9480,19
9478,9839,4
9839,9478,4
9477,9824,19
9824,9477,19
9474,9557,17
9557,9474,17
9473,9819,7
9819,9473,7
9467,9675,19
9675,9467,19
9466,9500,10
9500,9466,10
9465,9954,20
9954,9465,20
9463,9558,19
9558,9463,19
9463,9785,18
9785,9463,18
9460,9897,17
9897,9460,17
9458,9923,20
9923,9458,20
9457,9725,18
9725,9457,18
9456,9685,3
9685,9456,3
9454,9575,13
9575,9454,13
9453,9807,9
9807,9453,9
9452,9994,15
9994,9452,15
9450,9574,16
9574,9450,16
9445,9626,7
9626,9445,7
9445,9749,14
9749,9445,14
9443,9532,5
9532,9443,5
9441,9537,19
9537,9441,19
9439,9746,15
9746,9439,15
9438,9493,18
9493,9438,18
9438,9553,16
9553,9438,16
9437,9748,19
9748,9437,19
9437,9884,18
9884,9437,18
9433,9591,20
9591,9433,20
9433,9668,20
9668,9433,20
9430,9886,16
9886,9430,16
9430,9891,10
9891,9430,10
9429,9564,10
9564,9429,10
9429,9627,12
9627,9429,12
9429,9755,12
9755,9429,12
9428,9468,8
9468,9428,8
9428,9470,18
9470,9428,18
9426,9809,16
9809,9426,16
9425,9457,18
9457,9425,18
9424,9810,12
9810,9424,12
9423,9513,14
9513,9423,14
9423,9941,16
9941,9423,16
9423,9958,11
9958,9423,11
9422,9782,12
9782,9422,12
9418,9689,2
9689,9418,2
9417,9740,12
9740,9417,12
9414,9987,14
9987,9414,14
9413,9712,17
9712,9413,17
9413,9731,20
9731,9413,20
9410,9718,10
9718,9410,10
9410,9923,17
9923,9410,17
9409,9419,15
9419,9409,15
9408,9982,19
9982,9408,19
9406,9790,9
9790,9406,9
9403,9550,19
9550,9403,19
9401,9794,20
9794,9401,20
9400,9512,6
9512,9400,6
9400,9854,15
9854,9400,15
9399,9778,12
9778,9399,12
9396,9568,14
9568,9396,14
9396,9638,7
9638,9396,7
9394,9663,13
9663,9394,13
9389,9471,11
9471,9389,11
9388,9785,15
9785,9388,15
9387,9421,12
9421,9387,12
9387,9441,19
9441,9387,19
9387,9537,19
9537,9387,19
9386,9496,17
9496,9386,17
9386,9705,2
9705,9386,2
9386,9964,8
9964,9386,8
9385,9569,11
9569,9385,11
9380,9558,20
9558,9380,20
9378,9945,17
9945,9378,17
9376,9464,14
9464,9376,14
9373,9559,14
9559,9373,14
9370,9497,17
9497,9370,17
9367,9612,17
9612,9367,17
9366,9654,15
9654,9366,15
9366,9802,13
9802,9366,13
9366,9850,15
9850,9366,15
9365,9599,7
9599,9365,7
9364,9665,8
9665,9364,8
9362,9790,18
9790,9362,18
9361,9519,17
9519,9361,17
9360,9586,15
9586,9360,15
9359,9639,16
9639,9359,16
9352,9976,13
9976,9352,13
9350,9836,9
9836,9350,9
9348,9666,16
9666,9348,16
9348,9799,13
9799,9348,13
9347,9758,12
9758,9347,12
9347,9772,14
9772,9347,14
9346,9404,7
9404,9346,7
9345,9507,16
9507,9345,16
9345,9568,11
9568,9345,11
9345,9640,18
9640,9345,18
9344,9465,10
9465,9344,10
9344,9954,16
9954,9344,16
9342,9669,7
9669,9342,7
9342,9984,19
9984,9342,19
9340,9687,19
9687,9340,19
9340,9765,8
9765,9340,8
9338,9943,17
9943,9338,17
9338,9999,4
9999,9338,4
9337,9544,20
9544,9337,20
9337,9683,13
9683,9337,13
9337,9688,11
9688,9337,11
9336,9479,15
9479,9336,15
9335,9915,15
9915,9335,15
9330,9486,1
9486,9330,1
9327,9651,7
9651,9327,7
9327,9771,16
9771,9327,16
9326,9552,17
9552,9326,17
9323,9924,16
9924,9323,16
9319,9610,19
9610,9319,19
9318,9747,19
9747,9318,19
9317,9588,14
9588,9317,14
9315,9427,5
9427,9315,5
9314,9373,12
9373,9314,12
9314,9559,14
9559,9314,14
9313,9469,13
9469,9313,13
9311,9579,10
9579,9311,10
9311,9788,20
9788,9311,20
9310,9373,16
9373,9310,16
9309,9694,17
9694,9309,17
9309,9858,19
9858,9309,19
9308,9605,19
9605,9308,19
9307,9962,18
9962,9307,18
9306,9372,12
9372,9306,12
9305,9428,2
9428,9305,2
9305,9468,7
9468,9305,7
9305,9470,18
9470,9305,18
9304,9843,8
9843,9304,8
9301,9505,14
9505,9301,14
9301,9681,18
9681,9301,18
9298,9473,16
9473,9298,16
9298,9819,10
9819,9298,10
9297,9800,18
9800,9297,18
9294,9604,6
9604,9294,6
9294,9753,16
