987,990,7
990,987,7
984,986,4
986,984,4
983,988,7
988,983,7
981,997,6
997,981,6
979,993,6
993,979,6
977,992,6
992,977,6
975,978,3
978,975,3
974,998,7
998,974,7
973,984,7
984,973,7
973,986,8
986,973,8
973,995,7
995,973,7
971,985,5
985,971,5
969,970,7
970,969,7
966,968,7
968,966,7
966,995,5
995,966,5
963,968,7
968,963,7
961,967,8
967,961,8
961,991,4
991,961,4
956,999,7
999,956,7
952,994,3
994,952,3
948,987,2
987,948,2
947,959,8
959,947,8
947,974,7
974,947,7
947,998,4
998,947,4
946,990,2
990,946,2
944,947,4
947,944,4
944,974,3
974,944,3
944,998,5
998,944,5
943,945,3
945,943,3
942,979,2
979,942,2
942,993,5
993,942,5
938,961,8
961,938,8
938,991,4
991,938,4
936,965,5
965,936,5
935,943,2
943,935,2
935,945,4
945,935,4
933,944,3
944,933,3
933,947,3
947,933,3
933,974,5
974,933,5
933,998,3
998,933,3
932,934,3
934,932,3
931,945,8
945,931,8
931,958,7
958,931,7
930,996,7
996,930,7
929,949,7
949,929,7
929,982,4
982,929,4
928,988,7
988,928,7
927,946,7
946,927,7
926,994,7
994,926,7
925,960,2
960,925,2
924,975,6
975,924,6
924,978,6
978,924,6
923,946,5
946,923,5
923,969,6
969,923,6
923,987,7
987,923,7
923,990,4
990,923,4
922,981,3
981,922,3
922,997,4
997,922,4
921,989,3
989,921,3
919,929,7
929,919,7
919,949,6
949,919,6
919,982,7
982,919,7
918,927,4
927,918,4
918,952,6
952,918,6
918,994,4
994,918,4
916,950,6
950,916,6
914,928,6
928,914,6
914,983,6
983,914,6
914,988,3
988,914,3
913,933,8
933,913,8
913,944,6
944,913,6
913,947,8
947,913,8
913,974,7
974,913,7
912,931,4
931,912,4
912,945,7
945,912,7
912,958,8
958,912,8
912,997,6
997,912,6
911,925,3
925,911,3
911,960,3
960,911,3
910,976,2
976,910,2
909,966,3
966,909,3
909,968,5
968,909,5
909,995,5
995,909,5
908,988,7
988,908,7
907,934,8
934,907,8
907,981,6
981,907,6
906,919,6
919,906,6
906,929,4
929,906,4
906,949,3
949,906,3
906,982,6
982,906,6
905,939,8
939,905,8
904,923,7
923,904,7
904,946,6
946,904,6
904,948,4
948,904,4
904,987,4
987,904,4
904,990,6
990,904,6
902,928,6
928,902,6
901,919,6
919,901,6
901,954,7
954,901,7
900,940,8
940,900,8
899,909,4
909,899,4
899,966,3
966,899,3
899,984,7
984,899,7
899,995,3
995,899,3
898,917,6
917,898,6
898,964,7
964,898,7
897,913,4
913,897,4
897,933,4
933,897,4
897,944,4
944,897,4
897,947,4
947,897,4
897,974,6
974,897,6
897,998,6
998,897,6
896,983,6
983,896,6
895,897,5
897,895,5
895,913,5
913,895,5
895,947,8
947,895,8
894,965,5
965,894,5
892,977,4
977,892,4
891,952,7
952,891,7
890,907,4
907,890,4
890,959,6
959,890,6
889,930,6
930,889,6
889,996,6
996,889,6
888,890,7
890,888,7
888,959,3
959,888,3
887,892,5
892,887,5
887,898,5
898,887,5
887,917,6
917,887,6
887,964,6
964,887,6
886,894,3
894,886,3
886,965,7
965,886,7
885,936,8
936,885,8
885,937,8
937,885,8
884,911,5
911,884,5
884,925,3
925,884,3
884,960,5
960,884,5
883,891,8
891,883,8
883,911,3
911,883,3
883,925,6
925,883,6
883,960,5
960,883,5
882,895,4
895,882,4
882,897,5
897,882,5
882,913,2
913,882,2
882,944,8
944,882,8
881,923,4
923,881,4
881,969,3
969,881,3
881,987,7
987,881,7
881,990,7
990,881,7
879,941,5
941,879,5
878,920,5
920,878,5
878,922,6
922,878,6
878,981,5
981,878,5
878,997,7
997,878,7
877,882,4
882,877,4
877,895,2
895,877,2
877,897,7
897,877,7
877,913,6
913,877,6
876,900,7
900,876,7
876,940,7
940,876,7
875,956,5
